,t,I
245,245,336.7926199928427
246,246,338.45094364064414
247,247,340.11726434853676
248,248,341.7916196234105
249,249,343.4740471345421
250,250,345.16458471359454
251,251,346.8632703546176
252,252,348.57014221404734
253,253,350.2852386107064
254,254,352.008598025804
255,255,353.7402591029358
256,256,355.4802606480839
257,257,357.2286416296172
258,258,358.9854411782906
259,259,360.7506985872461
260,260,362.52445331201176
261,261,364.3067449705024
262,262,366.0976133430193
263,263,367.8970983722501
264,264,369.70524016326925
265,265,371.52207898353737
266,266,373.34765526290187
267,267,375.1820095935965
268,268,377.02518273024145
269,269,378.87721558984384
270,270,380.7381492517968
271,271,382.6080249578803
272,272,384.48688411226055
273,273,386.3747682814906
274,274,388.27171919450967
275,275,390.1777787426438
276,276,392.09298897960537
277,277,394.0173921214931
278,278,395.95103054679277
279,279,397.89394679637604
280,280,399.84618357350143
281,281,401.80778374381396
282,282,403.7787903353451
283,283,405.7592465385127
284,284,407.74919570612144
285,285,409.7486813533622
286,286,411.75774715781256
287,287,413.7764369594365
288,288,415.8047947605847
289,289,417.842864725994
290,290,419.89069118278803
291,291,421.9483186204769
292,292,424.0157916909573
293,293,426.09315520851214
294,294,428.1804541498111
295,295,430.27773365391033
296,296,432.3850390222524
297,297,434.5024157186665
298,298,436.6299093693682
299,299,438.76756576295975
300,300,440.91543085042974
301,301,443.07355074515345
302,302,445.2419717228926
303,303,447.4207402217952
304,304,449.6099028423962
305,305,451.8095063476166
306,306,454.01959766276434
307,307,456.2402238755335
308,308,458.47143223600494
309,309,460.713270156646
310,310,462.96578521231027
311,311,465.22902514023826
312,312,467.50303784005666
313,313,469.7878713737787
314,314,472.0835739658044
315,315,474.39019400292
316,316,476.70778003429825
317,317,479.0363807714988
318,318,481.3760450884672
319,319,483.726822021536
320,320,486.0887607694241
321,321,488.4619106932368
322,322,490.8463213164661
323,323,493.2420423249904
324,324,495.64912356707464
325,325,498.06761505337033
326,326,500.4975669569153
327,327,502.93902961313415
328,328,505.3920535198378
329,329,507.85668933722377
330,330,510.332987887876
331,331,512.8210001567652
332,332,515.3207772912481
333,333,517.8323706010684
334,334,520.3558315583562
335,335,522.8912117976279
336,336,525.4385631157868
337,337,527.9979374721222
338,338,530.5693869883104
339,339,533.152963948414
340,340,535.748720798882
341,341,538.3567101485502
342,342,540.9769847686405
343,343,543.6095975927617
344,344,546.2546017169088
345,345,548.9120503994639
346,346,551.5819970611947
347,347,554.2644952852561
348,348,556.9595988171893
349,349,559.667361564922
350,350,562.3878375987683
351,351,565.1210811514293
352,352,567.8671466179917
353,353,570.6260885559298
354,354,573.3979616851035
355,355,576.1828208877598
356,356,578.9807212085318
357,357,581.7917178544396
358,358,584.6158661948891
359,359,587.4532217616736
360,360,590.303840248972
361,361,593.1677775133505
362,362,596.0450895737612
363,363,598.935832611543
364,364,601.8400629704214
365,365,604.7578371565082
366,366,607.6892118383018
367,367,610.6342438466872
368,368,613.5929901749358
369,369,616.5655079787056
370,370,619.5518545760408
371,371,622.5520874473725
372,372,625.5662642355184
373,373,628.594442745682
374,374,631.6366809454543
375,375,634.6930369648119
376,376,637.7635690961185
377,377,640.8483357941243
378,378,643.9473956759655
379,379,647.0608075211651
380,380,650.188630271633
381,381,653.3309230316652
382,382,656.4877450679439
383,383,659.6591558095388
384,384,662.8452148479049
385,385,666.0459819368848
386,386,669.2615169927069
387,387,672.4918800939863
388,388,675.7371314817246
389,389,678.9973315593102
390,390,682.2725408925177
391,391,685.562820209508
392,392,688.8682304008291
393,393,692.1888325194151
394,394,695.5246877805866
395,395,698.8758575620511
396,396,702.242403403902
397,397,705.6243870086198
398,398,709.0218702410713
399,399,712.4349151285094
400,400,715.8635838605742
401,401,719.3079387892919
402,402,722.7680424290754
403,403,726.2439574567239
404,404,729.7357467114232
405,405,733.2434731947458
406,406,736.7672000706502
407,407,740.3069906654823
408,408,743.8629084679733
409,409,747.4350171292422
410,410,751.0233804627933
411,411,754.6277503422994
412,412,758.2477697114632
413,413,761.8835288780688
414,414,765.535121148906
415,415,769.2026397186877
416,416,772.8861776700498
417,417,776.5858279735512
418,418,780.3016834876735
419,419,784.0338369588216
420,420,787.7823810213231
421,421,791.547408197429
422,422,795.3290108973129
423,423,799.1272814190714
424,424,802.9423119487244
425,425,806.7741945602144
426,426,810.623021215407
427,427,814.4888837640909
428,428,818.3718739439778
429,429,822.272083380702
430,430,826.1896035878212
431,431,830.1245259668159
432,432,834.0769418070897
433,433,838.046942285969
434,434,842.0346184687031
435,435,846.0400613084648
436,436,850.0633616463492
437,437,854.104610211375
438,438,858.1638976204832
439,439,862.2413143785385
440,440,866.336950878328
441,441,870.4508974005622
442,442,874.5832441138743
443,443,878.7340810748206
444,444,882.9034982278803
445,445,887.0915854054556
446,446,891.2984323278718
447,447,895.524128603377
448,448,899.7687637281425
449,449,904.0324270862624
450,450,908.3152079497536
451,451,912.6171954785565
452,452,916.938478720534
453,453,921.2791466114722
454,454,925.6392879750803
455,455,930.0189915229901
456,456,934.4183458547566
457,457,938.837439457858
458,458,943.2763607076948
459,459,947.7351978675914
460,460,952.2140390887945
461,461,956.7129724104741
462,462,961.2320857597228
463,463,965.7714669515567
464,464,970.3312036889146
465,465,974.9113835626581
466,466,979.5120940515723
467,467,984.1334225223648
468,468,988.7754562296661
469,469,993.4382823160303
470,470,998.1219878119339
471,471,1002.8266596357767
472,472,1007.552384593881
473,473,1012.2992493804929
474,474,1017.0673405777809
475,475,1021.8567446558363
476,476,1026.667547972674
477,477,1031.4998367742312
478,478,1036.3536971943688
479,479,1041.2292152548703
480,480,1046.1264768654416
481,481,1051.0455678237126
482,482,1055.986573815236
483,483,1060.9495804134867
484,484,1065.9346730798634
485,485,1070.9419371636877
486,486,1075.9714579022034
487,487,1081.0233204205779
488,488,1086.097609731902
489,489,1091.1944107371885
490,490,1096.3138082253738
491,491,1101.4558868733175
492,492,1106.6207312458014
493,493,1111.8084257955306
494,494,1117.0190548631338
495,495,1122.2527026771618
496,496,1127.5094533540887
497,497,1132.789390898312
498,498,1138.0925992021512
499,499,1143.41916204585
500,500,1148.769163097574
501,501,1154.1426859134124
502,502,1159.5398139373774
503,503,1164.9606305014036
504,504,1170.405218825349
505,505,1175.8736620169952
506,506,1181.3660430720452
507,507,1186.8824448741266
508,508,1192.4229501947889
509,509,1197.9876416935053
510,510,1203.5766019176713
511,511,1209.1899133026059
512,512,1214.8276581715509
513,513,1220.489918735671
514,514,1226.1767770940537
515,515,1231.8883152337103
516,516,1237.6246150295742
517,517,1243.3857582445023
518,518,1249.1718265292739
519,519,1254.982901422592
520,520,1260.819064351082
521,521,1266.6803966292925
522,522,1272.5669794596952
523,523,1278.478893932685
524,524,1284.4162210265786
525,525,1290.3790416076172
526,526,1296.367436429964
527,527,1302.381486135706
528,528,1308.4212712548517
529,529,1314.4868722053343
530,530,1320.5783692930088
531,531,1326.6958427116542
532,532,1332.839372542971
533,533,1339.0090387565845
534,534,1345.204921210041
535,535,1351.4270996488117
536,536,1357.6756537062895
537,537,1363.9506629037905
538,538,1370.2522066505544
539,539,1376.580364243743
540,540,1382.9352148684416
541,541,1389.3168375976584
542,542,1395.7253113923248
543,543,1402.1607151012945
544,544,1408.6231274613451
545,545,1415.1126270971765
546,546,1421.6292925214116
547,547,1428.1732021345965
548,548,1434.7444342252004
549,549,1441.343066969615
550,550,1447.9691784321558
551,551,1454.6228465650604
552,552,1461.30414920849
553,553,1468.0131640905279
554,554,1474.7499688271816
555,555,1481.5146409223807
556,556,1488.3072577679786
557,557,1495.1278966437505
558,558,1501.9766347173952
559,559,1508.8535490445347
560,560,1515.7587165687141
561,561,1522.6922141214009
562,562,1529.6541184219857
563,563,1536.6445060777824
564,564,1543.6634535840271
565,565,1550.7110373238806
566,566,1557.7873335684249
567,567,1564.8924184766652
568,568,1572.0263680955306
569,569,1579.1892583598728
570,570,1586.381165092466
571,571,1593.602164004008
572,572,1600.8523306931195
573,573,1608.1317406463436
574,574,1615.4404692381468
575,575,1622.7785917309184
576,576,1630.1461832749715
577,577,1637.5433189085409
578,578,1644.9700735577853
579,579,1652.4265220367859
580,580,1659.9127390475473
581,581,1667.428799179996
582,582,1674.974776911984
583,583,1682.550746609283
584,584,1690.1567825255893
585,585,1697.7929588025233
586,586,1705.4593494696264
587,587,1713.156028444364
588,588,1720.883069532124
589,589,1728.640546426218
590,590,1736.42853270788
591,591,1744.2471018462666
592,592,1752.0963271984588
593,593,1759.9762820094588
594,594,1767.8870394121932
595,595,1775.8286724275108
596,596,1783.801253964184
597,597,1791.8048568189074
598,598,1799.8395536762987
599,599,1807.9054171088992
600,600,1816.0025195771732
601,601,1824.1309334295065
602,602,1832.2907309022103
603,603,1840.4819841195167
604,604,1848.7047650935815
605,605,1856.9591457244837
606,606,1865.245197800225
607,607,1873.56299299673
608,608,1881.9126028778473
609,609,1890.294098895347
610,610,1898.7075523889225
611,611,1907.1530345861906
612,612,1915.6306166026916
613,613,1924.1403694418877
614,614,1932.6823639951645
615,615,1941.25667104183
616,616,1949.8633612491171
617,617,1958.50250517218
618,618,1967.174173254095
619,619,1975.878435825864
620,620,1984.6153631064103
621,621,1993.38502520258
622,622,2002.187492109142
623,623,2011.0228337087897
624,624,2019.8911197721386
625,625,2028.792419957726
626,626,2037.7268038120146
627,627,2046.694340769388
628,628,2055.6951001521534
629,629,2064.729151170541
630,630,2073.796562922705
631,631,2082.897404394721
632,632,2092.031744460588
633,633,2101.1996518822284
634,634,2110.401195309488
635,635,2119.636443280134
636,636,2128.9054642198585
637,637,2138.2083264422745
638,638,2147.5450981489203
639,639,2156.9158474292553
640,640,2166.3206422606627
641,641,2175.7595505084487
642,642,2185.232639925842
643,643,2194.739978153995
644,644,2204.281632721982
645,645,2213.857671046802
646,646,2223.4681604333755
647,647,2233.1131680745457
648,648,2242.79276105108
649,649,2252.507006331669
650,650,2262.2559707729247
651,651,2272.039721119383
652,652,2281.858324003503
653,653,2291.711845945667
654,654,2301.600353354178
655,655,2311.5239125252656
656,656,2321.4825896430793
657,657,2331.4764507796936
658,658,2341.5055618951046
659,659,2351.569988837233
660,660,2361.6697973419195
661,661,2371.805053032932
662,662,2381.975821421958
663,663,2392.1821679086083
664,664,2402.4241577804187
665,665,2412.7018562128465
666,666,2423.0153282692713
667,667,2433.3646389009978
668,668,2443.749852947252
669,669,2454.171035135183
670,670,2464.628250079864
671,671,2475.121562284289
672,672,2485.6510361393775
673,673,2496.216735923971
674,674,2506.8187258048342
675,675,2517.457069836653
676,676,2528.131831962038
677,677,2538.843076011524
678,678,2549.5908657035657
679,679,2560.3752646445423
680,680,2571.1963363287573
681,681,2582.0541441384344
682,682,2592.948751343723
683,683,2603.8802211026937
684,684,2614.8486164613405
685,685,2625.8540003535804
686,686,2636.8964356012543
687,687,2647.9759849141246
688,688,2659.0919807821815
689,689,2670.241624239806
690,690,2681.4247548779513
691,691,2692.641510560246
692,692,2703.892027019679
693,693,2715.176437858598
694,694,2726.49487454871
695,695,2737.8474664310806
696,696,2749.234340716135
697,697,2760.6556224836586
698,698,2772.111434682795
699,699,2783.6018981320462
700,700,2795.1271315192753
701,701,2806.687251401703
702,702,2818.2823722059106
703,703,2829.912606227838
704,704,2841.5780636327836
705,705,2853.2788524554057
706,706,2865.015078599722
707,707,2876.7868458391094
708,708,2888.5942558163033
709,709,2900.4374080433995
710,710,2912.3163999018516
711,711,2924.231326642473
712,712,2936.1822813854374
713,713,2948.169355120276
714,714,2960.1926367058804
715,715,2972.252212870501
716,716,2984.3481682117467
717,717,2996.480585196587
718,718,3008.6495441613497
719,719,3020.8551233117223
720,720,3033.097398722751
721,721,3045.376444338842
722,722,3057.692331973759
723,723,3070.0451313106273
724,724,3082.4349099019296
725,725,3094.8617331695086
726,726,3107.3256644045664
727,727,3119.8267647676635
728,728,3132.3650932887203
729,729,3144.9407068670157
730,730,3157.553660271189
731,731,3170.204006139238
732,732,3182.891794978519
733,733,3195.617075165749
734,734,3208.379892947004
735,735,3221.180292437717
736,736,3234.018315622683
737,737,3246.894002356055
738,738,3259.807390361345
739,739,3272.758515231425
740,740,3285.747410428525
741,741,3298.7741072842364
742,742,3311.838634999507
743,743,3324.9410206446455
744,744,3338.0812891593196
745,745,3351.259463352557
746,746,3364.4755639027426
747,747,3377.7296093576215
748,748,3391.0216161342987
749,749,3404.3515985192385
750,750,3417.719568668263
751,751,3431.1255366065543
752,752,3444.5695102286536
753,753,3458.051495298462
754,754,3471.5714954492396
755,755,3485.129512183604
756,756,3498.725544873534
757,757,3512.359590760368
758,758,3526.0316449548013
759,759,3539.74170043689
760,760,3553.48974805605
761,761,3567.2757765310544
762,762,3581.099772450037
763,763,3594.9617202704912
764,764,3608.8616023192676
765,765,3622.799398792579
766,766,3636.775087755994
767,767,3650.788645144443
768,768,3664.8400447622153
769,769,3678.9292582829576
770,770,3693.0562552496776
771,771,3707.221003074743
772,772,3721.4234670398773
773,773,3735.6636102961666
774,774,3749.9413938640546
775,775,3764.2567766333445
776,776,3778.609715363199
777,777,3793.0001646821393
778,778,3807.4280770880473
779,779,3821.8934029481625
780,780,3836.3960904990836
781,781,3850.93608584677
782,782,3865.5133329665396
783,783,3880.1277737030687
784,784,3894.7793477703935
785,785,3909.46799275191
786,786,3924.1936441003727
787,787,3938.9562351378945
788,788,3953.75569705595
789,789,3968.59195891537
790,790,3983.464947646347
791,791,3998.374588048431
792,792,4013.3208027905325
793,793,4028.30351241092
794,794,4043.3226353172226
795,795,4058.378087786428
796,796,4073.4697839648807
797,797,4088.597635868289
798,798,4103.761553381718
799,799,4118.961444259591
800,800,4134.197214125692
801,801,4149.468766473165
802,802,4164.77600266451
803,803,4180.11882193159
804,804,4195.497121375625
805,805,4210.910795967194
806,806,4226.359738546236
807,807,4241.84383982205
808,808,4257.362988373292
809,809,4272.91707064798
810,810,4288.50597096349
811,811,4304.129571506554
812,812,4319.787752333271
813,813,4335.48039136909
814,814,4351.207364408825
815,815,4366.96854511665
816,816,4382.763805026092
817,817,4398.593013540045
818,818,4414.456037930757
819,819,4430.352743339836
820,820,4446.2829927782495
821,821,4462.246647126327
822,822,4478.243565133755
823,823,4494.273603419575
824,824,4510.336616472196
825,825,4526.43245664938
826,826,4542.56097417825
827,827,4558.722017155288
828,828,4574.915431546338
829,829,4591.1410611865995
830,830,4607.398747780632
831,831,4623.688330902355
832,832,4640.009647995048
833,833,4656.3625343713475
834,834,4672.74682321325
835,835,4689.162345572113
836,836,4705.608930368651
837,837,4722.08640439294
838,838,4738.594592304411
839,839,4755.13331663186
840,840,4771.702397773436
841,841,4788.301653996653
842,842,4804.930901438382
843,843,4821.589954104849
844,844,4838.278623871648
845,845,4854.996720483723
846,846,4871.744051555385
847,847,4888.520422570299
848,848,4905.325636881491
849,849,4922.159495711347
850,850,4939.021798151609
851,851,4955.912341163381
852,852,4972.830919577129
853,853,4989.7773260926715
854,854,5006.751351279192
855,855,5023.75278357523
856,856,5040.781409288684
857,857,5057.837012596814
858,858,5074.919375546238
859,859,5092.028278052934
860,860,5109.163497902237
861,861,5126.324810748843
862,862,5143.511990116809
863,863,5160.724807399546
864,864,5177.96303185983
865,865,5195.226430629791
866,866,5212.514768710924
867,867,5229.827808974076
868,868,5247.165312159459
869,869,5264.527036876644
870,870,5281.912739604559
871,871,5299.32217469149
872,872,5316.755094355085
873,873,5334.211248682351
874,874,5351.690385629653
875,875,5369.192251022716
876,876,5386.716588556623
877,877,5404.263139795818
878,878,5421.831644174103
879,879,5439.421838994639
880,880,5457.033459429949
881,881,5474.66623852191
882,882,5492.3199071817635
883,883,5509.994194190106
884,884,5527.688826196897
885,885,5545.403527721453
886,886,5563.138021152448
887,887,5580.892026747921
888,888,5598.6652626352625
889,889,5616.457444811227
890,890,5634.268287141931
891,891,5652.097501362843
892,892,5669.944797078795
893,893,5687.809881763978
894,894,5705.692460761942
895,895,5723.592237285596
896,896,5741.508912417208
897,897,5759.442185108404
898,898,5777.391752180173
899,899,5795.357308322861
900,900,5813.338546096171
901,901,5831.335155929168
902,902,5849.346826120275
903,903,5867.373242837275
904,904,5885.414090117312
905,905,5903.469049866884
906,906,5921.537801861854
907,907,5939.62002374744
908,908,5957.71539103822
909,909,5975.823577118135
910,910,5993.944253240479
911,911,6012.077088527911
912,912,6030.221749972443
913,913,6048.3779024354535
914,914,6066.545208647674
915,915,6084.723329209202
916,916,6102.911922589485
917,917,6121.110645127337
918,918,6139.319151030928
919,919,6157.53709237779
920,920,6175.764119114811
921,921,6193.9998790582395
922,922,6212.244017893683
923,923,6230.496179176109
924,924,6248.756004329844
925,925,6267.023132648573
926,926,6285.297201295341
927,927,6303.577845302552
928,928,6321.8646975719685
929,929,6340.157388874712
930,930,6358.455547851266
931,931,6376.75880101147
932,932,6395.066772734523
933,933,6413.379085268985
934,934,6431.695358732775
935,935,6450.015211113171
936,936,6468.338258266809
937,937,6486.664113919684
938,938,6504.992389667153
939,939,6523.322694973929
940,940,6541.654637174085
941,941,6559.987821471056
942,942,6578.321850937634
943,943,6596.6563265159675
944,944,6614.990847017571
945,945,6633.32500912331
946,946,6651.6584073834165
947,947,6669.990634217478
948,948,6688.32127991444
949,949,6706.649932632612
950,950,6724.976178399658
951,951,6743.299601112603
952,952,6761.619782537833
953,953,6779.936302311089
954,954,6798.2487379374725
955,955,6816.556664791451
956,956,6834.85965611684
957,957,6853.1572830268215
958,958,6871.449114503937
959,959,6889.734717400082
960,960,6908.013656436515
961,961,6926.285494203856
962,962,6944.549791162079
963,963,6962.806105640519
964,964,6981.053993837875
965,965,6999.293009822195
966,966,7017.522705530895
967,967,7035.742630770748
968,968,7053.952333217885
969,969,7072.151358417797
970,970,7090.339249785333
971,971,7108.515548604704
972,972,7126.679794029478
973,973,7144.831523082583
974,974,7162.970270656306
975,975,7181.09556951229
976,976,7199.206950281545
977,977,7217.303941464434
978,978,7235.386069430679
979,979,7253.452858419363
980,980,7271.503830538932
981,981,7289.538505767183
982,982,7307.55640195128
983,983,7325.55703480774
984,984,7343.539917922446
985,985,7361.5045627506315
986,986,7379.450478616898
987,987,7397.377172715198
988,988,7415.2841501088515
989,989,7433.1709137305315
990,990,7451.036964382274
991,991,7468.881800735471
992,992,7486.704919330876
993,993,7504.505814578601
994,994,7522.283978758116
995,995,7540.038902018254
996,996,7557.770072377201
997,997,7575.476975722509
998,998,7593.159095811085
999,999,7610.815914269195
1000,1000,7628.446910592469
1001,1001,7646.051562145891
1002,1002,7663.629344163803
1003,1003,7681.179729749912
1004,1004,7698.702189877282
1005,1005,7716.196193388336
1006,1006,7733.661206994851
1007,1007,7751.0966952779745
1008,1008,7768.502120688201
1009,1009,7785.876943545392
1010,1010,7803.220622038769
1011,1011,7820.532612226907
1012,1012,7837.812368037743
1013,1013,7855.059341268574
1014,1014,7872.272981586055
1015,1015,7889.452736526202
1016,1016,7906.598051494388
1017,1017,7923.708369765345
1018,1018,7940.783132483168
1019,1019,7957.821778661304
1020,1020,7974.823745182572
1021,1021,7991.788466799133
1022,1022,8008.714753400177
1023,1023,8025.601556248794
1024,1024,8042.448563663972
1025,1025,8059.255465298358
1026,1026,8076.021952064121
1027,1027,8092.747716132953
1028,1028,8109.432450936073
1029,1029,8126.075851164223
1030,1030,8142.67761276767
1031,1031,8159.237432956206
1032,1032,8175.755010199146
1033,1033,8192.230044225333
1034,1034,8208.662236023129
1035,1035,8225.051287840422
1036,1036,8241.396903184632
1037,1037,8257.698786822693
1038,1038,8273.95664478107
1039,1039,8290.170184345749
1040,1040,8306.339114062244
1041,1041,8322.46314373559
1042,1042,8338.541984430349
1043,1043,8354.575348470606
1044,1044,8370.562949439969
1045,1045,8386.504502181579
1046,1046,8402.399722798087
1047,1047,8418.248328651684
1048,1048,8434.050038364074
1049,1049,8449.804571816489
1050,1050,8465.511650149689
1051,1051,8481.170995763954
1052,1052,8496.78233231909
1053,1053,8512.345384734428
1054,1054,8527.859879188825
1055,1055,8543.325543120658
1056,1056,8558.742105227833
1057,1057,8574.109295467777
1058,1058,8589.426845057445
1059,1059,8604.694486473314
1060,1060,8619.911953451387
1061,1061,8635.078980987188
1062,1062,8650.195305335772
1063,1063,8665.260664011712
1064,1064,8680.274795789112
1065,1065,8695.237440701592
1066,1066,8710.148340042304
1067,1067,8725.007236363921
1068,1068,8739.813873478643
1069,1069,8754.56799645819
1070,1070,8769.269351633811
1071,1071,8783.917686596278
1072,1072,8798.512750195889
1073,1073,8813.05429254246
1074,1074,8827.54206500534
1075,1075,8841.9758202134
1076,1076,8856.355312055031
1077,1077,8870.680295678154
1078,1078,8884.950527490213
1079,1079,8899.165765158174
1080,1080,8913.32576760853
1081,1081,8927.4302950273
1082,1082,8941.479108860023
1083,1083,8955.471971811765
1084,1084,8969.408647847118
1085,1085,8983.288902190196
1086,1086,8997.112501324638
1087,1087,9010.87921299361
1088,1088,9024.588806199798
1089,1089,9038.241051205418
1090,1090,9051.835719532204
1091,1091,9065.37258396142
1092,1092,9078.851418533854
1093,1093,9092.271998549815
1094,1094,9105.634100569137
1095,1095,9118.937502411185
1096,1096,9132.181983154838
1097,1097,9145.367323138511
1098,1098,9158.493303960133
1099,1099,9171.559708477162
1100,1100,9184.566320806583
1101,1101,9197.512926324904
1102,1102,9210.399311668152
1103,1103,9223.22526473189
1104,1104,9235.990574671192
1105,1105,9248.695031900666
1106,1106,9261.338428094441
1107,1107,9273.920556186175
1108,1108,9286.441210369041
1109,1109,9298.900186095745
1110,1110,9311.297280078514
1111,1111,9323.6322902891
1112,1112,9335.905015958782
1113,1113,9348.11525757836
1114,1114,9360.26281689816
1115,1115,9372.34749692803
1116,1116,9384.369101937347
1117,1117,9396.32743745501
1118,1118,9408.222310269442
1119,1119,9420.053528428592
1120,1120,9431.820901239933
1121,1121,9443.524239270462
1122,1122,9455.1633543467
1123,1123,9466.738059554695
1124,1124,9478.248169240016
1125,1125,9489.69349900776
1126,1126,9501.073865722547
1127,1127,9512.38908750852
